ID,Business_name,time,rating,text,verified,date
255481205452260442,The Grocery Basket,1711485836735,1,Wish there were more discounts.,Yes,2023-03-26
1420830307490625110,Urban Fresh Foods,1711485836735,5,Needs more checkout staff during peak hours.,No,2023-03-26
5780457947698998416,Daily Harvest Market,1711485836735,1,Disappointed by the seafood selection.,No,2023-03-26
14408622075731069395,The Local Grocer,1711485836735,4,"Could be cleaner, but the produce is top-notch.",No,2023-03-26
41679430037873292,The Grocery Basket,1711485836735,3,Could use more variety in organic options.,Yes,2023-03-26
1420135487449788764,Sunshine Grocery,1711485836735,5,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",Yes,2023-03-26
8988024784091889787,Neighborhood Fresh Market,1711485836735,3,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",No,2023-03-26
9958227928554272757,Fresh & Green Groceries,1711485836735,2,"The loyalty program is not only rewarding but also includes personalized discounts based on shopping history, which I find to be a thoughtful touch.",Yes,2023-03-26
10225649366120590495,Fresh & Green Groceries,1711485836735,3,Love the fresh produce!,Yes,2023-03-26
8730145295537892865,EcoFood Supermarket,1711485836735,1,"The inclusion of a small cafe within the store is perfect for a quick break during shopping trips, offering excellent coffee and snacks.",No,2023-03-26
4449273713536155433,Sunshine Grocery,1711485836735,4,Organic meat selection is unmatched.,No,2023-03-26
14237217163934543577,The Local Grocer,1711485836735,1,"The inclusion of a small cafe within the store is perfect for a quick break during shopping trips, offering excellent coffee and snacks.",No,2023-03-26
2768953872973775453,City Market,1711485836735,3,"Their seasonal outdoor farmers' market is a must-visit, offering an exceptional variety of fresh produce, artisanal cheeses, and handmade goods from local vendors.",Yes,2023-03-26
11968998448068234082,Purely Organic Produce,1711485836735,1,They offer great cooking classes and demos.,No,2023-03-26
13857210991450069519,Harvest Moon Grocers,1711485836735,1,Checkout lines were too long.,No,2023-03-26
15079043100944832303,Daily Harvest Market,1711485836735,3,Could improve on the organic snack options.,No,2023-03-26
13295439862995579542,Neighborhood Fresh Market,1711485836735,1,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",No,2023-03-26
16016884377609691775,Urban Fresh Foods,1711485836735,5,Bulk bin section is a money-saver.,No,2023-03-26
18433735707506474614,Field to Fork Market,1711485836735,1,"The kids' play area is a thoughtful addition, allowing parents to shop in peace while their children are safely entertained.",Yes,2023-03-26
17281616047754925870,Purely Organic Produce,1711485836735,5,"The loyalty program is not only rewarding but also includes personalized discounts based on shopping history, which I find to be a thoughtful touch.",No,2023-03-26
11169530767234205828,The Local Grocer,1711485836735,3,Customer service could be more attentive.,No,2023-03-26
1577785459782357401,The Grocery Basket,1711485836735,1,Parking was a nightmare.,Yes,2023-03-26
16105109143684159993,Organic Essentials,1711485836735,3,The bakery section is a bit lacking.,No,2023-03-26
6751405458166721976,Urban Fresh Foods,1711485836735,5,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2023-03-26
15897597305198931454,Urban Fresh Foods,1711485836735,2,Could improve on the organic snack options.,No,2023-03-26
5687080195795559262,Purely Organic Produce,1711485836735,3,"They offer a remarkable range of dietary-specific products, from keto and paleo to gluten-free and sugar-free, making healthy living more accessible.",Yes,2023-03-26
12989126712377261104,Organic Essentials,1711485836735,2,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",Yes,2023-03-26
5693542588207622297,The Local Grocer,1711485836735,5,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",No,2023-03-26
6359968920904950185,Organic Essentials,1711485836735,2,Checkout is seamless with self-service options.,Yes,2023-03-26
15482224579772655124,"Nature""s Pantry",1711485836735,1,Their loyalty program is really worth it.,Yes,2023-03-26
11200153956749340971,"Season""s Best Market",1711485836735,3,Fresh sushi made daily is a treat.,Yes,2023-03-26
10921452764902069426,The Grocery Basket,1711485836735,2,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",No,2023-03-26
2561168317989267011,City Market,1711485836735,4,"The store's interior design and layout make shopping a pleasant experience, with wide aisles, clearly marked sections, and a welcoming atmosphere.",Yes,2023-03-26
5265868649285425403,Fresh & Green Groceries,1711485836735,4,Could use more variety in organic options.,No,2023-03-26
8103010290686574500,Fresh & Green Groceries,1711485836735,2,Their in-house bakery produces some of the most delightful pastries and bread I've ever tasted – the early morning aroma of fresh baking is irresistible.,Yes,2023-03-26
1257161998713894209,Purely Organic Produce,1711485836735,2,The freshness guarantee is reassuring.,No,2023-03-26
16678024211826378620,"Nature""s Pantry",1711485836735,3,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",No,2023-03-26
2219413983809256119,The Local Grocer,1711485836735,3,The freshness guarantee is reassuring.,No,2023-03-26
7443475050057249889,Daily Harvest Market,1711485836735,5,The freshness guarantee is reassuring.,No,2023-03-26
9720558998952015691,Urban Fresh Foods,1711485836735,5,Online ordering process is smooth.,No,2023-03-26
5299376467667665671,EcoFood Supermarket,1711485836735,2,Could improve on the organic snack options.,Yes,2023-03-26
4263766556800398823,Field to Fork Market,1711485836735,5,I appreciate the store's effort in organizing cooking classes; it's a great way to engage with the community and learn new recipes using ingredients sold right there.,No,2023-03-26
4297400634504588248,Daily Harvest Market,1711485836735,1,The store brand products are top quality.,Yes,2023-03-26
10959292350775810264,Urban Fresh Foods,1711485836735,3,Wish there were more discounts.,No,2023-03-26
3377822409945882011,EcoFood Supermarket,1711485836735,4,Their loyalty program is really worth it.,No,2023-03-26
12802163544304872022,Fresh & Green Groceries,1711485836735,2,"Their commitment to reducing food waste, through partnerships with local food banks and offering discounts on near-expiration items, is truly commendable.",No,2023-03-26
5289532931746658282,The Local Grocer,1711485836735,2,Checkout lines were too long.,No,2023-03-26
10659577435852194395,Field to Fork Market,1711485836735,5,They offer great cooking classes and demos.,No,2023-03-26
18335858296667231534,Sunshine Grocery,1711485836735,3,"The store's interior design and layout make shopping a pleasant experience, with wide aisles, clearly marked sections, and a welcoming atmosphere.",No,2023-03-26
18171189805154527880,Harvest Moon Grocers,1711485836735,4,"I found their selection of international foods to be unparalleled, offering authentic ingredients from around the world that are hard to find elsewhere.",No,2023-03-26
2059378452235268952,"Season""s Best Market",1711485836735,4,They offer great cooking classes and demos.,No,2023-03-26
5143395363980508299,The Grocery Basket,1711485836735,4,Wish there were more discounts.,Yes,2023-03-26
16766726382274963078,The Grocery Basket,1711485836735,4,The cheese variety is incredible.,No,2023-03-26
333505803348663002,Fresh & Green Groceries,1711485836735,5,Excellent customer service!,No,2023-03-26
164370566452290221,Urban Fresh Foods,1711485836735,3,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",No,2023-03-26
17803711199688155766,Harvest Moon Grocers,1711485836735,5,Free samples are always appreciated!,Yes,2023-03-26
2325029174890862591,City Market,1711485836735,2,"The kids' play area is a thoughtful addition, allowing parents to shop in peace while their children are safely entertained.",Yes,2023-03-26
10199506570219272248,EcoFood Supermarket,1711485836735,4,The health and beauty section is lacking.,No,2023-03-26
3650569523583279867,Purely Organic Produce,1711485836735,4,Fresh sushi made daily is a treat.,No,2023-03-26
13893749731132637362,Harvest Moon Grocers,1711485836735,3,Wish there were more discounts.,Yes,2023-03-26
11966107648424942424,"Season""s Best Market",1711485836735,3,Great prices and friendly staff.,Yes,2023-03-26
7875018201928501276,EcoFood Supermarket,1711485836735,3,Organic meat selection is unmatched.,Yes,2023-03-26
1997255112018250038,Urban Fresh Foods,1711485836735,4,Their in-house bakery produces some of the most delightful pastries and bread I've ever tasted – the early morning aroma of fresh baking is irresistible.,Yes,2023-03-26
8439352256351781291,Purely Organic Produce,1711485836735,2,The parking lot is well-lit and safe.,Yes,2023-03-26
8401194535541005751,The Grocery Basket,1711485836735,1,Always out of my favorite items.,Yes,2023-03-26
13164997264316943449,Sunshine Grocery,1711485836735,5,"Their commitment to reducing food waste, through partnerships with local food banks and offering discounts on near-expiration items, is truly commendable.",Yes,2023-03-26
4873071019616854809,Sunshine Grocery,1711485836735,2,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",No,2023-03-26
13754095419280666369,Urban Fresh Foods,1711485836735,5,Checkout is seamless with self-service options.,No,2023-03-26
13146128034864862607,The Grocery Basket,1711485836735,4,Their loyalty program is really worth it.,No,2023-03-26
14743242617374394747,Neighborhood Fresh Market,1711485836735,1,They always have the best seasonal fruits.,Yes,2023-03-26
14154682725329281650,Purely Organic Produce,1711485836735,2,In-store cafe makes shopping a pleasure.,No,2023-03-26
3213466665155174445,The Grocery Basket,1711485836735,5,Disappointed by the seafood selection.,No,2023-03-26
8526860718794212667,City Market,1711485836736,3,"The inclusion of a small cafe within the store is perfect for a quick break during shopping trips, offering excellent coffee and snacks.",Yes,2023-03-26
942873848540546424,Neighborhood Fresh Market,1711485836736,1,A go-to for specialty gourmet products.,Yes,2023-03-26
15672283497558751504,EcoFood Supermarket,1711485836736,5,Online ordering process is smooth.,No,2023-03-26
6945715404933925784,Harvest Moon Grocers,1711485836736,3,"The variety of plant-based and vegan products is impressive, catering to dietary needs that are often overlooked in traditional grocery stores.",No,2023-03-26
679044775031507904,Urban Fresh Foods,1711485836736,2,The floral department is always a delight.,No,2023-03-26
16170660537714399154,Harvest Moon Grocers,1711485836736,3,Best place for vegan groceries.,No,2023-03-26
2689221501761869775,Urban Fresh Foods,1711485836736,1,Their in-house bakery produces some of the most delightful pastries and bread I've ever tasted – the early morning aroma of fresh baking is irresistible.,No,2023-03-26
9184414877786641855,"Nature""s Pantry",1711485836736,2,The health and beauty section is lacking.,No,2023-03-26
6457773867935232989,Purely Organic Produce,1711485836736,4,"The loyalty program is not only rewarding but also includes personalized discounts based on shopping history, which I find to be a thoughtful touch.",Yes,2023-03-26
15025975367127003066,Urban Fresh Foods,1711485836736,5,Awesome selection of organic foods!,No,2023-03-26
2425627977303964947,Purely Organic Produce,1711485836736,1,They always have the best seasonal fruits.,Yes,2023-03-26
5833288249477935316,Fresh & Green Groceries,1711485836736,4,Impressed by the local produce selection.,Yes,2023-03-26
13397993088632298638,The Local Grocer,1711485836736,3,They offer great cooking classes and demos.,No,2023-03-26
15743309087705028258,"Nature""s Pantry",1711485836736,5,Awesome selection of organic foods!,Yes,2023-03-26
14909208289114491892,The Grocery Basket,1711485836736,2,Love the fresh produce!,No,2023-03-26
15884145041067409831,Urban Fresh Foods,1711485836736,4,"The store's interior design and layout make shopping a pleasant experience, with wide aisles, clearly marked sections, and a welcoming atmosphere.",Yes,2023-03-26
5136950326318361189,Field to Fork Market,1711485836736,2,The freshness guarantee is reassuring.,No,2023-03-26
8302963999107891808,"Nature""s Pantry",1711485836736,4,The store brand products are top quality.,Yes,2023-03-26
310194072633714962,The Grocery Basket,1711485836736,4,Needs a better selection of non-dairy milk.,No,2023-03-26
13924138875832023613,Purely Organic Produce,1711485836736,3,Fresh sushi made daily is a treat.,No,2023-03-26
8288633528846687485,EcoFood Supermarket,1711485836736,5,"The variety of plant-based and vegan products is impressive, catering to dietary needs that are often overlooked in traditional grocery stores.",Yes,2023-03-26
13180715173146208063,Harvest Moon Grocers,1711485836736,2,Fresh sushi made daily is a treat.,No,2023-03-26
17438519079630829273,City Market,1711485836736,3,The store layout is confusing.,No,2023-03-26
14155165105287922585,Daily Harvest Market,1711485836736,1,Fresh sushi made daily is a treat.,No,2023-03-26
15824735697437061833,"Season""s Best Market",1711485836736,4,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",No,2023-03-26
18156609385586065803,Sunshine Grocery,1711485836736,4,The health and beauty section is lacking.,Yes,2023-03-26
15400436736467278714,Urban Fresh Foods,1711485836736,5,Could use more variety in organic options.,No,2023-03-26
5218312143603785250,City Market,1711485836736,1,"They offer a remarkable range of dietary-specific products, from keto and paleo to gluten-free and sugar-free, making healthy living more accessible.",Yes,2023-03-26
7667747820248064832,Urban Fresh Foods,1711485836736,2,Found everything I needed and more!,No,2023-03-26
7349803765562404203,The Grocery Basket,1711485836736,3,The deli section offers amazing sandwiches.,No,2023-03-26
4380383653883063197,Fresh & Green Groceries,1711485836736,2,"Could be cleaner, but the produce is top-notch.",Yes,2023-03-26
2088779988738561556,Neighborhood Fresh Market,1711485836736,2,"Their commitment to reducing food waste, through partnerships with local food banks and offering discounts on near-expiration items, is truly commendable.",No,2023-03-26
12426013796312767705,The Local Grocer,1711485836736,3,The availability of rare and exotic fruits and vegetables encourages culinary exploration and creativity in the kitchen.,No,2023-03-26
4191654836425883652,EcoFood Supermarket,1711485836736,2,Free samples are always appreciated!,No,2023-03-26
2355793067270447387,Harvest Moon Grocers,1711485836736,4,Wish there were more discounts.,No,2023-03-26
7309636289081845604,Purely Organic Produce,1711485836736,4,The availability of rare and exotic fruits and vegetables encourages culinary exploration and creativity in the kitchen.,No,2023-03-26
17343564944144848240,Urban Fresh Foods,1711485836736,3,Excellent customer service!,Yes,2023-03-26
4120853789186561370,EcoFood Supermarket,1711485836736,4,"The butcher counter is a standout, offering custom cuts of meat that are always fresh and sourced from ethical farms.",Yes,2023-03-26
16493092942319828772,Sunshine Grocery,1711485836736,2,The store layout is confusing.,No,2023-03-26
3596404383296277220,Daily Harvest Market,1711485836736,4,Found everything I needed and more!,Yes,2023-03-26
16531258567867328575,Daily Harvest Market,1711485836736,3,"I found their selection of international foods to be unparalleled, offering authentic ingredients from around the world that are hard to find elsewhere.",Yes,2023-03-26
10485812094145044720,Fresh & Green Groceries,1711485836736,1,Pet-friendly shopping is a plus.,No,2023-03-26
3172718972937070772,Harvest Moon Grocers,1711485836736,3,Disappointed by the seafood selection.,Yes,2023-03-26
14392388351264163981,Neighborhood Fresh Market,1711485836736,2,Fresh sushi made daily is a treat.,Yes,2023-03-26
17864645887139335359,City Market,1711485836736,1,Their in-house bakery produces some of the most delightful pastries and bread I've ever tasted – the early morning aroma of fresh baking is irresistible.,Yes,2023-03-26
10709351473758613224,Neighborhood Fresh Market,1711485836736,2,Parking was a nightmare.,No,2023-03-26
6302085636886099699,Harvest Moon Grocers,1711485836736,3,"I was impressed by the store's initiative to offer educational tours to schools, teaching children about nutrition and the importance of local farming.",Yes,2023-03-26
261278795673933767,Urban Fresh Foods,1711485836736,3,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",Yes,2023-03-26
7993460995070514636,Neighborhood Fresh Market,1711485836736,1,The store layout is confusing.,No,2023-03-26
7069023571140596072,"Season""s Best Market",1711485836736,1,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",No,2023-03-26
8611188356662409520,"Nature""s Pantry",1711485836736,2,"The kids' play area is a thoughtful addition, allowing parents to shop in peace while their children are safely entertained.",Yes,2023-03-26
7756209603318120223,Fresh & Green Groceries,1711485836736,5,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",No,2023-03-26
5412584658606229603,Sunshine Grocery,1711485836736,1,Organic meat selection is unmatched.,No,2023-03-26
17107328209824200517,EcoFood Supermarket,1711485836736,3,"The staff went above and beyond when I inquired about gluten-free options, guiding me through the aisles and providing recommendations on products and brands.",No,2023-03-26
5590350857545233958,"Season""s Best Market",1711485836736,5,"The kids' play area is a thoughtful addition, allowing parents to shop in peace while their children are safely entertained.",Yes,2023-03-26
9364799948760095262,Purely Organic Produce,1711485836736,3,I appreciate the store's effort in organizing cooking classes; it's a great way to engage with the community and learn new recipes using ingredients sold right there.,No,2023-03-26
13208098647706757535,Sunshine Grocery,1711485836736,4,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",Yes,2023-03-26
732273816903427215,"Nature""s Pantry",1711485836736,5,Could improve on the organic snack options.,Yes,2023-03-26
15653984342443059400,The Local Grocer,1711485836736,5,Love their gluten-free options!,Yes,2023-03-26
15397229092369691808,Daily Harvest Market,1711485836736,3,The availability of rare and exotic fruits and vegetables encourages culinary exploration and creativity in the kitchen.,No,2023-03-26
766962115601249164,The Local Grocer,1711485836736,1,Their loyalty program is really worth it.,No,2023-03-26
7146201758696892788,"Nature""s Pantry",1711485836736,3,Excellent wine and spirits selection.,No,2023-03-26
115618594197761892,Urban Fresh Foods,1711485836736,5,"The seafood counter offers an impressive array of fresh, sustainable options, and the knowledgeable staff can provide cooking tips and recipe ideas.",No,2023-03-26
17428416096418666429,The Grocery Basket,1711485836736,2,The floral department is always a delight.,Yes,2023-03-26
16564051247953486395,City Market,1711485836736,1,Their loyalty program is really worth it.,No,2023-03-26
12344956799333744705,Organic Essentials,1711485836736,3,Love their gluten-free options!,No,2023-03-26
291119736766795986,The Local Grocer,1711485836736,1,The floral department is always a delight.,Yes,2023-03-26
17749610655651554527,Organic Essentials,1711485836736,5,Excellent customer service!,Yes,2023-03-26
8807940712786781722,Harvest Moon Grocers,1711485836736,2,Their loyalty program is really worth it.,Yes,2023-03-26
9050067437173073333,Neighborhood Fresh Market,1711485836736,2,"I had an issue with a product, and the way the customer service team handled my complaint was exemplary, offering a refund and a coupon for future use.",No,2023-03-26
13340100086629799684,City Market,1711485836736,5,"The store's interior design and layout make shopping a pleasant experience, with wide aisles, clearly marked sections, and a welcoming atmosphere.",No,2023-03-26
14382022524079872120,Purely Organic Produce,1711485836736,2,"The kids' play area is a thoughtful addition, allowing parents to shop in peace while their children are safely entertained.",No,2023-03-26
3413934283905772790,Fresh & Green Groceries,1711485836736,1,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",Yes,2023-03-26
1644195399161122206,Harvest Moon Grocers,1711485836736,2,Online ordering process is smooth.,Yes,2023-03-26
6185670847134282533,Field to Fork Market,1711485836736,3,Excellent customer service!,No,2023-03-26
197377547125165697,Organic Essentials,1711485836736,1,"The wine and beer selection is curated with care, featuring local breweries and vineyards alongside well-known global brands, making it a go-to for any occasion.",Yes,2023-03-26
10317940395373559937,Field to Fork Market,1711485836736,5,Free samples are always appreciated!,Yes,2023-03-26
10512991985992607710,Urban Fresh Foods,1711485836736,2,Found everything I needed and more!,No,2023-03-26
14780993694044458207,Purely Organic Produce,1711485836736,5,They offer great cooking classes and demos.,Yes,2023-03-26
18027883645552099834,The Grocery Basket,1711485836736,5,Checkout is seamless with self-service options.,No,2023-03-26
1494432424523823347,Harvest Moon Grocers,1711485836736,2,I wish they had more cashiers on duty.,No,2023-03-26
2276136387154113353,Field to Fork Market,1711485836736,4,The freshness guarantee is reassuring.,No,2023-03-26
13496852652050188950,Urban Fresh Foods,1711485836736,3,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2023-03-26
17652949262490354600,Harvest Moon Grocers,1711485836736,3,"They've created a community bulletin board where local events and services are posted, fostering a strong sense of community engagement.",Yes,2023-03-26
18306530909768422814,City Market,1711485836736,4,Awesome selection of organic foods!,Yes,2023-03-26
1765332475457892647,Urban Fresh Foods,1711485836736,1,Love their gluten-free options!,Yes,2023-03-26
16927336287385003215,The Local Grocer,1711485836736,2,Wish there were more discounts.,Yes,2023-03-26
5560867189358481987,Field to Fork Market,1711485836736,2,Could improve on the organic snack options.,No,2023-03-26
15836074837775444548,Sunshine Grocery,1711485836736,1,"I was pleasantly surprised by their commitment to sustainability, with eco-friendly packaging and a wide range of bulk purchase options reducing plastic waste.",No,2023-03-26
13831384184360634032,Fresh & Green Groceries,1711485836736,2,The parking lot is well-lit and safe.,No,2023-03-26
15038083097594312089,Harvest Moon Grocers,1711485836736,1,Checkout lines were too long.,Yes,2023-03-26
7532166262395537361,Urban Fresh Foods,1711485836736,5,Could improve on the organic snack options.,Yes,2023-03-26
1047161621507761883,Organic Essentials,1711485836736,4,Their loyalty program is really worth it.,No,2023-03-26
14015376968298896346,"Nature""s Pantry",1711485836736,3,"The seafood counter offers an impressive array of fresh, sustainable options, and the knowledgeable staff can provide cooking tips and recipe ideas.",No,2023-03-26
6957404940151477864,Urban Fresh Foods,1711485836736,5,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2023-03-26
15432911716272907470,Sunshine Grocery,1711485836736,5,Needs a better selection of non-dairy milk.,Yes,2023-03-26
5806887742117062587,The Local Grocer,1711485836736,3,The deli section offers amazing sandwiches.,Yes,2023-03-26
13571193313678528616,Fresh & Green Groceries,1711485836736,5,The selection of locally sourced honey and jams is not only extensive but brings a taste of the region's best flavors directly to our table.,Yes,2023-03-26
6493896006720148261,Sunshine Grocery,1711485836736,2,Disappointed by the seafood selection.,Yes,2023-03-26
1112207375354190779,Daily Harvest Market,1711485836736,5,The availability of rare and exotic fruits and vegetables encourages culinary exploration and creativity in the kitchen.,No,2023-03-26
10894588383193385375,The Grocery Basket,1711485836736,4,Pet-friendly shopping is a plus.,Yes,2023-03-26
4303538762420766420,Harvest Moon Grocers,1711485836736,4,Impressed by the local produce selection.,Yes,2023-03-26
5392083207311021673,Field to Fork Market,1711485836736,5,Awesome selection of organic foods!,No,2023-03-26
17224680477910734137,Harvest Moon Grocers,1711485836736,4,The store layout is confusing.,No,2023-03-26
17512536297056097527,Daily Harvest Market,1711485836736,4,The store's effort to feature and promote products from women-owned and minority-owned businesses is a great way to support diverse entrepreneurs.,Yes,2023-03-26
