user_id,Business_name,time,rating,text,verified,date
12469050266876661864,The Seasonal Grocer,1711488436659,1,"The online inventory often doesn't match what's actually available, leading to disappointing substitutions.",Yes,2024-03-26
16646065513932155434,Local Bounty Grocers,1711488436659,2,Not satisfied with the freshness of perishables.,Yes,2024-03-26
2083810760733187686,Prime Produce Market,1711488436659,3,Received a batch of spoiled fruits that were inedible upon arrival.,No,2024-03-26
17035192737528973461,EcoChoice Grocers,1711488436659,2,"Products are frequently mislabeled, causing confusion and inconvenience.",No,2024-03-26
14247251317571046463,Farm to Table Grocers,1711488436659,1,The bakery section is a bit lacking.,Yes,2024-03-26
13539426200525329083,Sustainable Harvests,1711488436659,1,Could improve on the organic snack options.,No,2024-03-26
8888212927629719824,The Eco Market,1711488436659,3,Customer service could be more attentive.,Yes,2024-03-26
11348513115480450489,Daily Harvest Market,1711488436659,5,Awesome selection of organic foods!,No,2024-03-26
11481978150550547862,Vitality Grocers,1711488436659,5,"The wine and beer selection is curated with care, featuring local breweries and vineyards alongside well-known global brands, making it a go-to for any occasion.",No,2024-03-26
1060771044677414735,The Grocery Basket,1711488436659,2,I wish they had more cashiers on duty.,Yes,2024-03-26
594283177890512695,Fresh Fork Groceries,1711488436659,5,Their loyalty program is really worth it.,Yes,2024-03-26
16775839536139152849,The Eco Market,1711488436659,5,A go-to for specialty gourmet products.,No,2024-03-26
4534101360256505383,Organic Essentials,1711488436659,2,Could improve on the organic snack options.,No,2024-03-26
14917395812135337720,Farm Fresh Fare,1711488436659,4,Their in-house bakery produces some of the most delightful pastries and bread I've ever tasted – the early morning aroma of fresh baking is irresistible.,Yes,2024-03-26
4999017307099315794,Local Bounty Grocers,1711488436659,3,I wish they had more cashiers on duty.,Yes,2024-03-26
3716428979457899294,Garden Gourmet Market,1711488436659,4,"I had an issue with a product, and the way the customer service team handled my complaint was exemplary, offering a refund and a coupon for future use.",Yes,2024-03-26
5919717026471940714,Organic Essentials,1711488436659,4,The deli section offers amazing sandwiches.,Yes,2024-03-26
13158808285608424487,Fresh Field Markets,1711488436659,1,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",Yes,2024-03-26
1413268213442086359,Fresh & Green Groceries,1711488436659,3,More eco-friendly packaging needed.,No,2024-03-26
11400442326838301187,Field to Fork Market,1711488436659,4,"The variety of plant-based and vegan products is impressive, catering to dietary needs that are often overlooked in traditional grocery stores.",No,2024-03-26
5875300844440093831,Fresh Finds Market,1711488436659,4,The store's effort to feature and promote products from women-owned and minority-owned businesses is a great way to support diverse entrepreneurs.,No,2024-03-26
11200481712320419479,GreenLeaf Market,1711488436659,3,The health and beauty section is lacking.,No,2024-03-26
15122581374579001083,Sunshine Grocery,1711488436659,5,The store's effort to feature and promote products from women-owned and minority-owned businesses is a great way to support diverse entrepreneurs.,Yes,2024-03-26
13650891611673818075,Purely Organic Produce,1711488436659,5,"Excellent packaging, ensuring all the delicate greens arrived in perfect condition.",No,2024-03-26
13453368207483431450,Urban Fresh Foods,1711488436659,2,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",No,2024-03-26
15186619054887663564,Harvest Health Market,1711488436659,4,Found everything I needed and more!,Yes,2024-03-26
16760446146564162812,The Farmers' Market,1711488436659,4,Best place for vegan groceries.,No,2024-03-26
14310866080040172212,Sustainable Harvests,1711488436659,4,Organic meat selection is unmatched.,Yes,2024-03-26
6411721209450053656,Sustainable Harvests,1711488436659,5,"While the prices can be a bit higher than at big box stores, the quality and customer service offered here make it worth the extra cost.",No,2024-03-26
15548077746970251452,Pure Harvest Market,1711488436659,5,Love the fresh produce!,No,2024-03-26
2934138562345852848,Sunshine Grocery,1711488436659,3,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",No,2024-03-26
16449289213802706724,Urban Fresh Foods,1711488436659,4,In-store cafe makes shopping a pleasure.,Yes,2024-03-26
273444234599679180,Fresh Perspectives,1711488436659,4,"I was impressed by the store's initiative to offer educational tours to schools, teaching children about nutrition and the importance of local farming.",Yes,2024-03-26
3291796853802895942,Nature's Best Grocers,1711488436659,1,Could use more variety in organic options.,No,2024-03-26
11280454265676082961,Garden Gourmet Market,1711488436660,1,Prices have been creeping up without any clear improvement in selection or quality.,Yes,2024-03-26
7070423207503493682,EcoChoice Grocers,1711488436660,2,Checkout lines were too long.,No,2024-03-26
9914929195546029681,Harvest Health Market,1711488436660,3,"The refund process is overly complicated and time-consuming, making it a hassle to return unsatisfactory items",No,2024-03-26
2257890060000814495,EcoChoice Grocers,1711488436660,5,"I was pleasantly surprised by their commitment to sustainability, with eco-friendly packaging and a wide range of bulk purchase options reducing plastic waste.",No,2024-03-26
10272209277462767856,EcoChoice Grocers,1711488436660,1,Could improve on the organic snack options.,No,2024-03-26
15166630190727959021,GreenLeaf Market,1711488436660,5,"The butcher counter is a standout, offering custom cuts of meat that are always fresh and sourced from ethical farms.",No,2024-03-26
4262163427284502789,Fresh Finds Market,1711488436660,5,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",Yes,2024-03-26
4292963180768750679,Earth's Basket,1711488436660,3,Wish there were more discounts.,Yes,2024-03-26
4523992754990169733,Harvest Moon Grocers,1711488436660,3,Found mold on several items that were supposed to be fresh; it's clear that quality control is lacking.,No,2024-03-26
2180847240313033568,Fresh Field Markets,1711488436660,5,"They've created a community bulletin board where local events and services are posted, fostering a strong sense of community engagement.",Yes,2024-03-26
2644818277388836431,Season's Best Market,1711488436660,1,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",Yes,2024-03-26
2977263031443373772,Earth's Basket,1711488436660,4,Friendly and helpful pharmacy staff.,Yes,2024-03-26
212713884491436930,Organic Essentials,1711488436660,1,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2024-03-26
3810209903458204430,Earth's Basket,1711488436660,5,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",Yes,2024-03-26
17866638440318987426,Nature's Pantry,1711488436660,3,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2024-03-26
6651191173909578278,Sunshine Grocery,1711488436660,3,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",Yes,2024-03-26
4435888894823322151,The Grocery Basket,1711488436660,4,Impressed by the local produce selection.,Yes,2024-03-26
7703215008888612352,The Grocery Basket,1711488436660,2,Found mold on several items that were supposed to be fresh; it's clear that quality control is lacking.,Yes,2024-03-26
18055272766714035595,Pure Harvest Market,1711488436660,3,"Customer service responses are generic and unhelpful, failing to address specific concerns.",No,2024-03-26
9233197287014004699,Farm Fresh Fare,1711488436660,1,Not satisfied with the freshness of perishables.,Yes,2024-03-26
17435403619767510149,The Farmers' Market,1711488436660,3,"I was disappointed to find that some of the produce, while labeled organic, did not seem to meet the usual standards of freshness and quality I expected.",No,2024-03-26
10529162938604402632,Pure Harvest Market,1711488436660,3,Could improve on the organic snack options.,Yes,2024-03-26
15888060898299853034,Field to Fork Market,1711488436660,3,Prices have been creeping up without any clear improvement in selection or quality.,No,2024-03-26
17181622450058142607,Harvest Health Market,1711488436660,1,Checkout lines were too long.,No,2024-03-26
13837658674817007088,Fresh Finds Market,1711488436660,4,"Their holiday-themed events bring the community together, offering tastings, special deals, and festive decorations that enhance the shopping experience.",No,2024-03-26
4525282731410642332,The Green Grocer,1711488436660,1,Needs more checkout staff during peak hours.,No,2024-03-26
2225274504458666632,Fresh Field Markets,1711488436660,1,"The refund process is overly complicated and time-consuming, making it a hassle to return unsatisfactory items",No,2024-03-26
249232157867525769,Pure Harvest Market,1711488436660,5,Love their gluten-free options!,Yes,2024-03-26
11402793407705609062,Farm Fresh Fare,1711488436660,4,Checkout is seamless with self-service options.,Yes,2024-03-26
7172835472331978367,Fresh Perspectives,1711488436660,1,More eco-friendly packaging needed.,Yes,2024-03-26
17286112203676690209,GreenLeaf Market,1711488436660,2,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",No,2024-03-26
15073418170074694002,The Organic Emporium,1711488436660,5,In-store cafe makes shopping a pleasure.,Yes,2024-03-26
12414613821420778614,Urban Fresh Foods,1711488436660,5,"Their holiday-themed events bring the community together, offering tastings, special deals, and festive decorations that enhance the shopping experience.",No,2024-03-26
8167397742984478732,Organic Essentials,1711488436660,1,The health and beauty section is lacking.,Yes,2024-03-26
2418733300489339652,The Organic Emporium,1711488436660,4,A go-to for specialty gourmet products.,No,2024-03-26
14360684259378598630,Urban Fresh Foods,1711488436660,1,"The promised 'farm-fresh' quality falls short, with many items tasting no better than what's found in conventional stores.",No,2024-03-26
4480305385892486831,The Farmers' Market,1711488436660,2,Parking was a nightmare.,Yes,2024-03-26
17641995804955902176,Fresh Field Markets,1711488436660,4,Great prices and friendly staff.,Yes,2024-03-26
6333122670320809541,Field to Fork Market,1711488436660,2,Needs more checkout staff during peak hours.,No,2024-03-26
5094395440899652117,Daily Harvest Market,1711488436660,2,Checkout lines were too long.,Yes,2024-03-26
15448448603775240743,GreenLeaf Market,1711488436660,4,Meat and fish sections are well-maintained.,Yes,2024-03-26
9971918690286283499,Fresh Fork Groceries,1711488436660,3,Found mold on several items that were supposed to be fresh; it's clear that quality control is lacking.,No,2024-03-26
16087289142309878961,Urban Fresh Foods,1711488436660,2,Not satisfied with the freshness of perishables.,Yes,2024-03-26
5607852371436372383,Earth's Basket,1711488436660,1,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",No,2024-03-26
17013094729882782869,Fresh Perspectives,1711488436660,5,"The loyalty program is not only rewarding but also includes personalized discounts based on shopping history, which I find to be a thoughtful touch.",Yes,2024-03-26
5170941792994023535,Urban Fresh Foods,1711488436660,4,Friendly and helpful pharmacy staff.,Yes,2024-03-26
18054580505771111268,Farm to Table Grocers,1711488436660,1,The health and beauty section is lacking.,Yes,2024-03-26
9366712216801052759,Fresh Finds Market,1711488436660,2,"The online inventory often doesn't match what's actually available, leading to disappointing substitutions.",Yes,2024-03-26
11817499439088544586,The Eco Market,1711488436660,1,"Customer service responses are generic and unhelpful, failing to address specific concerns.",Yes,2024-03-26
12274558139939444452,Garden Gourmet Market,1711488436660,3,The store layout is confusing.,No,2024-03-26
15021602660220853711,Urban Harvest,1711488436660,3,More eco-friendly packaging needed.,No,2024-03-26
2438818578308914561,Season's Best Market,1711488436660,1,Could use more variety in organic options.,No,2024-03-26
2552704881910485569,The Farmers' Market,1711488436660,1,Needs a better selection of non-dairy milk.,No,2024-03-26
14035214987493440950,Sunshine Grocery,1711488436660,3,Disappointed by the seafood selection.,Yes,2024-03-26
12337127120451027172,The Grocery Basket,1711488436660,3,Customer service could be more attentive.,Yes,2024-03-26
346109130661575515,The Green Grocer,1711488436660,4,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",Yes,2024-03-26
16611634193753273757,Prime Produce Market,1711488436660,3,"The refund process is overly complicated and time-consuming, making it a hassle to return unsatisfactory items",No,2024-03-26
3614409510620331313,Nature's Pantry,1711488436660,3,Checkout lines were too long.,Yes,2024-03-26
3484816946575493799,Fresh Field Markets,1711488436660,3,The store layout is confusing.,No,2024-03-26
10564858028278916796,Fresh Field Markets,1711488436661,5,The deli section offers amazing sandwiches.,Yes,2024-03-26
5621456033558001318,Neighborhood Fresh Market,1711488436661,4,The parking lot is well-lit and safe.,No,2024-03-26
4792211214149767700,Fresh Finds Market,1711488436661,4,"The variety of plant-based and vegan products is impressive, catering to dietary needs that are often overlooked in traditional grocery stores.",No,2024-03-26
14296656348502156254,Neighborhood Fresh Market,1711488436661,3,The health and beauty section is lacking.,Yes,2024-03-26
16806747992476942955,Nature's Best Grocers,1711488436661,4,"One of the best aspects is the freshness and variety of the salad bar, offering a plethora of options for healthy and quick meal solutions.",No,2024-03-26
17798002109290609487,Fresh Fork Groceries,1711488436661,5,Pet-friendly shopping is a plus.,Yes,2024-03-26
11585770329311580569,Garden Gourmet Market,1711488436661,5,I appreciate the store's effort in organizing cooking classes; it's a great way to engage with the community and learn new recipes using ingredients sold right there.,Yes,2024-03-26
12597567527544924849,Season's Best Market,1711488436661,2,Customer service could be more attentive.,No,2024-03-26
6464008685315705187,Garden Gourmet Market,1711488436661,5,Impressed by the local produce selection.,Yes,2024-03-26
4295883756098347159,Sustainable Harvests,1711488436661,2,The bakery section is a bit lacking.,Yes,2024-03-26
2019273918934181417,The Eco Market,1711488436661,1,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",No,2024-03-26
6529641145526375795,Nature's Best Grocers,1711488436661,4,Their loyalty program is really worth it.,Yes,2024-03-26
14756677010016774738,The Farmers' Market,1711488436661,1,More eco-friendly packaging needed.,Yes,2024-03-26
9647449295888131200,Fresh Finds Market,1711488436661,5,They always have the best seasonal fruits.,No,2024-03-26
5906629467330736022,The Green Grocer,1711488436661,5,Awesome selection of organic foods!,No,2024-03-26
12804701134834134738,The Local Grocer,1711488436661,3,"The online inventory often doesn't match what's actually available, leading to disappointing substitutions.",No,2024-03-26
2663293174353948632,Purely Organic Produce,1711488436661,4,They offer great cooking classes and demos.,No,2024-03-26
11375813159703479402,Field to Fork Market,1711488436661,4,"The seafood counter offers an impressive array of fresh, sustainable options, and the knowledgeable staff can provide cooking tips and recipe ideas.",No,2024-03-26
12104026486934801036,The Green Grocer,1711488436661,3,"Customer service responses are generic and unhelpful, failing to address specific concerns.",Yes,2024-03-26
13389078368385621953,Vitality Grocers,1711488436661,4,The deli section offers amazing sandwiches.,Yes,2024-03-26
17247000012842024493,Garden Gourmet Market,1711488436661,2,Checkout lines were too long.,Yes,2024-03-26
3834560821717270345,The Seasonal Grocer,1711488436661,4,"One of the best aspects is the freshness and variety of the salad bar, offering a plethora of options for healthy and quick meal solutions.",Yes,2024-03-26
7943462462168774069,EcoChoice Grocers,1711488436661,3,The bakery section is a bit lacking.,No,2024-03-26
12007255317862597387,Nature's Pantry,1711488436661,3,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",No,2024-03-26
2489755445885199803,EcoChoice Grocers,1711488436661,2,The health and beauty section is lacking.,No,2024-03-26
15655398458171589673,Fresh Field Markets,1711488436661,1,Disappointed by the seafood selection.,Yes,2024-03-26
17508542502379141641,Urban Harvest,1711488436661,4,"Excellent packaging, ensuring all the delicate greens arrived in perfect condition.",Yes,2024-03-26
761757634770555606,Garden Gourmet Market,1711488436661,2,Parking was a nightmare.,No,2024-03-26
899206614821199428,Fresh Field Markets,1711488436661,3,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",No,2024-03-26
2152003962995572847,Pure Harvest Market,1711488436661,4,Love the fresh produce!,No,2024-03-26
12803493947407142604,Garden Gourmet Market,1711488436661,5,"I was pleasantly surprised by their commitment to sustainability, with eco-friendly packaging and a wide range of bulk purchase options reducing plastic waste.",No,2024-03-26
5740436284306655734,Harvest Health Market,1711488436661,4,The store brand products are top quality.,Yes,2024-03-26
8032442431160773026,The Organic Emporium,1711488436661,5,Love the fresh produce!,No,2024-03-26
4294845528253431699,The Farmers' Market,1711488436661,3,I wish they had more cashiers on duty.,Yes,2024-03-26
9529783824231836240,Field to Fork Market,1711488436661,3,Prices have been creeping up without any clear improvement in selection or quality.,Yes,2024-03-26
1435586207374014986,Field to Fork Market,1711488436661,1,The bakery section is a bit lacking.,No,2024-03-26
14322536532901646487,Organic Oasis,1711488436661,2,Needs more checkout staff during peak hours.,Yes,2024-03-26
4681702635280978695,Pure Harvest Market,1711488436661,2,"The promised 'farm-fresh' quality falls short, with many items tasting no better than what's found in conventional stores.",No,2024-03-26
4445491331282377614,Fresh Fork Groceries,1711488436661,3,The bakery section is a bit lacking.,No,2024-03-26
5881716092715936031,Farm to Table Grocers,1711488436661,1,Wish there were more discounts.,No,2024-03-26
11869761675807890434,Daily Harvest Market,1711488436661,3,Found mold on several items that were supposed to be fresh; it's clear that quality control is lacking.,No,2024-03-26
12514663216398955274,The Grocery Basket,1711488436661,2,"The refund process is overly complicated and time-consuming, making it a hassle to return unsatisfactory items",Yes,2024-03-26
15436142482879394400,Pure Harvest Market,1711488436661,2,The health and beauty section is lacking.,Yes,2024-03-26
8104014835026865987,Sunshine Grocery,1711488436661,4,"Their online shopping and home delivery service have been a game-changer, especially with the intuitive app that makes ordering easy and efficient.",Yes,2024-03-26
4508327762509158677,Fresh Field Markets,1711488436661,3,Wish there were more discounts.,Yes,2024-03-26
11299762202441014327,The Grocery Basket,1711488436661,4,"Their holiday-themed events bring the community together, offering tastings, special deals, and festive decorations that enhance the shopping experience.",Yes,2024-03-26
16885135077113205365,Sunshine Grocery,1711488436661,2,Always out of my favorite items.,Yes,2024-03-26
16585315129008755748,Sunshine Grocery,1711488436661,4,I appreciate the store's effort in organizing cooking classes; it's a great way to engage with the community and learn new recipes using ingredients sold right there.,Yes,2024-03-26
10090361227693671682,City Market,1711488436661,2,Could use more variety in organic options.,Yes,2024-03-26
13852323933993140189,GreenSprout Groceries,1711488436661,1,"The promised 'farm-fresh' quality falls short, with many items tasting no better than what's found in conventional stores.",Yes,2024-03-26
9679406965645726796,Sunshine Grocery,1711488436661,3,I wish they had more cashiers on duty.,No,2024-03-26
11476175262281646453,Field to Fork Market,1711488436661,1,Prices have been creeping up without any clear improvement in selection or quality.,Yes,2024-03-26
12573799470669821804,Purely Organic Produce,1711488436661,2,"Delivery drivers are careless, often leaving groceries in unsuitable locations where they can be damaged or stolen.",Yes,2024-03-26
17268286912198327807,Nature's Pantry,1711488436661,4,A go-to for specialty gourmet products.,No,2024-03-26
1041815037448490960,Urban Fresh Foods,1711488436661,1,"Products are frequently mislabeled, causing confusion and inconvenience.",No,2024-03-26
7865387554236691603,EcoChoice Grocers,1711488436661,4,Fresh sushi made daily is a treat.,Yes,2024-03-26
10518716314232558554,The Organic Emporium,1711488436661,4,"One of the best aspects is the freshness and variety of the salad bar, offering a plethora of options for healthy and quick meal solutions.",Yes,2024-03-26
12022630682009110451,The Eco Market,1711488436661,4,"They've created a community bulletin board where local events and services are posted, fostering a strong sense of community engagement.",Yes,2024-03-26
6975020620130728650,City Market,1711488436661,5,The freshness guarantee is reassuring.,No,2024-03-26
3387166453288233763,City Market,1711488436661,4,"I was impressed by the store's initiative to offer educational tours to schools, teaching children about nutrition and the importance of local farming.",Yes,2024-03-26
18203176560511347441,The Seasonal Grocer,1711488436661,4,Online ordering process is smooth.,No,2024-03-26
11283221081325511374,Sustainable Harvests,1711488436661,4,"They've created a community bulletin board where local events and services are posted, fostering a strong sense of community engagement.",No,2024-03-26
7692400925482279802,Nature's Best Grocers,1711488436661,2,Disappointed by the seafood selection.,Yes,2024-03-26
14727421125896028233,Purely Organic Produce,1711488436662,2,Wish there were more discounts.,Yes,2024-03-26
18379554206065367399,The Grocery Basket,1711488436662,1,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",Yes,2024-03-26
12144028685839113984,Sunshine Grocery,1711488436662,3,Wish there were more discounts.,No,2024-03-26
13068159866333686215,Nature's Pantry,1711488436662,3,"The refund process is overly complicated and time-consuming, making it a hassle to return unsatisfactory items",No,2024-03-26
5854959613880606715,Season's Best Market,1711488436662,1,Wish there were more discounts.,Yes,2024-03-26
9157226294210146482,Local Bounty Grocers,1711488436662,5,The store brand products are top quality.,Yes,2024-03-26
13055007379257095095,Fresh & Green Groceries,1711488436662,5,"They've created a community bulletin board where local events and services are posted, fostering a strong sense of community engagement.",Yes,2024-03-26
16241949296256088001,Field to Fork Market,1711488436662,5,"It's refreshing to see a grocery store that places such a high value on customer feedback, with suggestion boxes and responsive management.",Yes,2024-03-26
3979718313244234882,Field to Fork Market,1711488436662,5,The aisles are always clutter-free.,Yes,2024-03-26
2061378335226352001,Prime Produce Market,1711488436662,4,I appreciate the store's effort in organizing cooking classes; it's a great way to engage with the community and learn new recipes using ingredients sold right there.,No,2024-03-26
3783977452067933439,GreenSprout Groceries,1711488436662,3,Parking was a nightmare.,Yes,2024-03-26
4739043933708614428,Organic Essentials,1711488436662,5,The selection of locally sourced honey and jams is not only extensive but brings a taste of the region's best flavors directly to our table.,Yes,2024-03-26
13933905301898683999,Fresh Perspectives,1711488436662,4,"The loyalty program is not only rewarding but also includes personalized discounts based on shopping history, which I find to be a thoughtful touch.",No,2024-03-26
13533368587074729242,Earth's Basket,1711488436662,5,The cheese variety is incredible.,No,2024-03-26
2847032544770865487,Fresh Fork Groceries,1711488436662,2,Could use more variety in organic options.,Yes,2024-03-26
8504554702969569032,The Farmers' Market,1711488436662,4,Excellent customer service!,No,2024-03-26
13648560558557723406,Organic Oasis,1711488436662,4,"I had an issue with a product, and the way the customer service team handled my complaint was exemplary, offering a refund and a coupon for future use.",Yes,2024-03-26
4124603711037008482,EcoChoice Grocers,1711488436662,4,A go-to for specialty gourmet products.,Yes,2024-03-26
3630120089518528989,Organic Oasis,1711488436662,1,Parking was a nightmare.,No,2024-03-26
6957949345881090834,EcoChoice Grocers,1711488436662,3,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",No,2024-03-26
5828772076587035797,Pure Harvest Market,1711488436662,3,"Despite its many positives, the store could improve by extending its hours on weekends to accommodate those with busy work schedules.",No,2024-03-26
870793961554676910,Pure Harvest Market,1711488436662,3,Needs a better selection of non-dairy milk.,Yes,2024-03-26
10216853941207192714,Organic Oasis,1711488436662,3,Could use more variety in organic options.,Yes,2024-03-26
5568179955512532154,Fresh Fork Groceries,1711488436662,1,Not satisfied with the freshness of perishables.,No,2024-03-26
16177979690807867372,Urban Harvest,1711488436662,5,Fresh sushi made daily is a treat.,Yes,2024-03-26
5805474083952040006,Purely Organic Produce,1711488436662,3,The health and beauty section is lacking.,No,2024-03-26
14907632192806863247,Farm to Table Grocers,1711488436662,3,More eco-friendly packaging needed.,Yes,2024-03-26
16184750901679857570,EcoChoice Grocers,1711488436662,5,"I had an issue with a product, and the way the customer service team handled my complaint was exemplary, offering a refund and a coupon for future use.",No,2024-03-26
508597415044906929,Garden Gourmet Market,1711488436662,2,"Although the selection of products is generally outstanding, I've noticed that staple items can be out of stock, which can be inconvenient for regular shopping.",Yes,2024-03-26
353223019471803681,Field to Fork Market,1711488436662,1,Wish there were more discounts.,No,2024-03-26
460973171729445426,Sustainable Harvests,1711488436662,1,Could use more variety in organic options.,Yes,2024-03-26
5167187474779576447,The Eco Market,1711488436662,2,"The online inventory often doesn't match what's actually available, leading to disappointing substitutions.",No,2024-03-26
13763649260191092328,Fresh Field Markets,1711488436662,5,In-store cafe makes shopping a pleasure.,No,2024-03-26
